ZIP Code Year,over Year Growth,T,otal Exposure Year ov,er Year Growth,To,tal Exposure Year ov,er Year Growth,To,tal Exposure Year ov,er Year Growth,To,tal Exposure,Tot,al Exposure
91352,40.4%,$,"4 97,804,749",23.0%,$,"3 54,629,880",13.4%,$,"2 88,291,428",3.8%,$,"2 54,260,434",$,"2 44,899,476"
91354,345.4%,$,"4 90,379,686",112.1%,$,"1 10,096,517",39.6%,$,"5 1,918,900",26.1%,$,"3 7,180,003",$,"2 9,478,704"
91355,281.1%,$,"3 88,530,765",282.8%,$,"1 01,949,458",125.2%,$,"2 6,631,044",12.3%,$,"1 1,823,794",$,"1 0,528,049"
91356,197.6%,$,"1 ,499,802,436",34.9%,$,"5 04,033,429",19.7%,$,"3 73,738,685",49.6%,$,"3 12,200,385",$,"2 08,635,373"
91364,143.8%,$,"1 ,295,042,081",44.3%,$,"5 31,254,157",14.4%,$,"3 68,058,476",39.9%,$,"3 21,699,021",$,"2 29,989,357"
91367,176.7%,$,"3 93,855,787",31.5%,$,"1 42,339,703",16.9%,$,"1 08,219,710",11.0%,$,"9 2,579,668",$,"8 3,388,801"
91381,196.9%,$,"7 78,750,383",63.7%,$,"2 62,317,202",62.0%,$,"1 60,196,618",31.4%,$,"9 8,865,294",$,"7 5,267,790"
,,,,,,,,,,,,,,
Notes:,,,,,,,,,,,,,,
1) All figures as of,09/30/2024. Totals,by re,port may vary based on data,source.,,,,,,,,,,
ZIP Code Year,over Year Growth,T,otal Exposure Year ov,er Year Growth,To,tal Exposure Year ove,r Year Growth,To,tal Exposure Year ov,er Year Growth,To,tal Exposure,Tot,al Exposure
Total,61.2%,$,"458,023,820,951",35.1%,$ 2,"84,064,942,611",31.0%,$ 2,"10,278,307,795",35.7%,$ 1,"60,556,622,391",$ 1,"18,353,073,728"
91384,63.7%,$,"1 ,623,004,357",31.9%,$,"9 91,567,710",77.2%,$,"7 51,934,251",44.7%,$,"4 24,224,045",$,"2 93,126,822"
91387,113.8%,$,"1 ,713,465,549",58.6%,$,"8 01,342,718",24.4%,$,"5 05,226,266",58.4%,$,"4 05,993,487",$,"2 56,345,988"
91390,72.1%,$,"1 ,291,532,659",24.8%,$,"7 50,314,916",27.6%,$,"6 01,119,741",37.6%,$,"4 71,273,757",$,"3 42,472,276"
91401,66.3%,$,"1 35,366,854",45.3%,$,"8 1,409,722",-2.7%,$,"5 6,013,074",1.7%,$,"5 7,540,786",$,"5 6,576,573"
91402,54.1%,$,"1 71,069,996",12.0%,$,"1 11,025,066",8.1%,$,"9 9,113,848",1.9%,$,"9 1,692,591",$,"8 9,943,603"
91403,45.0%,$,"9 59,860,582",34.1%,$,"6 61,949,483",34.4%,$,"4 93,797,491",41.0%,$,"3 67,377,713",$,"2 60,528,683"
91405,20.6%,$,"1 18,186,859",39.7%,$,"9 7,975,779",11.7%,$,"7 0,140,554",-4.7%,$,"6 2,797,097",$,"6 5,882,359"
91406,66.9%,$,"1 53,806,007",8.9%,$,"9 2,168,511",0.9%,$,"8 4,635,703",8.6%,$,"8 3,912,732",$,"7 7,273,725"
91411,89.7%,$,"5 1,154,600",7.6%,$,"2 6,969,218",-6.4%,$,"2 5,066,906",19.5%,$,"2 6,787,099",$,"2 2,418,527"
91423,28.6%,$,"1 ,141,388,852",25.3%,$,"8 87,536,196",37.0%,$,"7 08,409,123",52.2%,$,"5 17,184,552",$,"3 39,832,467"
91436,150.7%,$,"1 ,315,345,613",51.3%,$,"5 24,706,630",31.8%,$,"3 46,833,321",100.6%,$,"2 63,078,655",$,"1 31,131,038"
91501,107.5%,$,"2 86,858,093",4.4%,$,"1 38,258,328",9.3%,$,"1 32,438,892",10.7%,$,"1 21,135,314",$,"1 09,436,701"
91502,26.0%,$,"9 ,744,260",10.1%,$,"7 ,731,486",72.2%,$,"7 ,025,353",-13.8%,$,"4 ,080,637",$,"4 ,731,588"
91504,110.4%,$,"3 27,942,091",38.9%,$,"1 55,867,911",11.8%,$,"1 12,197,590",11.7%,$,"1 00,357,689",$,"8 9,867,917"
91505,82.6%,$,"7 0,791,049",13.3%,$,"3 8,761,409",1.0%,$,"3 4,199,493",7.0%,$,"3 3,852,706",$,"3 1,633,616"
91506,51.3%,$,"4 8,614,840",38.8%,$,"3 2,133,934",15.2%,$,"2 3,143,553",1.7%,$,"2 0,095,724",$,"1 9,755,288"
91601,46.9%,$,"1 03,999,684",32.1%,$,"7 0,802,058",-5.0%,$,"5 3,585,121",5.2%,$,"5 6,432,815",$,"5 3,637,610"
91602,98.9%,$,"5 9,178,227",104.6%,$,"2 9,753,028",41.4%,$,"1 4,545,091",-6.7%,$,"1 0,283,271",$,"1 1,020,024"
91604,38.2%,$,"1 ,355,243,639",19.9%,$,"9 80,924,427",30.5%,$,"8 17,900,917",60.8%,$,"6 26,883,473",$,"3 89,958,638"
91605,29.7%,$,"2 17,276,941",29.3%,$,"1 67,511,323",3.4%,$,"1 29,579,973",0.1%,$,"1 25,329,922",$,"1 25,232,996"
91606,30.4%,$,"1 47,368,796",7.2%,$,"1 13,023,612",-2.9%,$,"1 05,459,779",17.0%,$,"1 08,619,494",$,"9 2,846,411"
91607,202.0%,$,"6 5,074,865",2.4%,$,"2 1,545,320",16.9%,$,"2 1,049,520",-1.9%,$,"1 8,008,679",$,"1 8,350,537"
91702,63.4%,$,"3 11,555,720",34.2%,$,"1 90,717,222",3.0%,$,"1 42,140,484",11.6%,$,"1 38,003,502",$,"1 23,661,596"
91706,25.1%,$,"2 89,721,810",20.2%,$,"2 31,561,584",7.8%,$,"1 92,661,138",-1.3%,$,"1 78,708,309",$,"1 81,023,865"
91711,101.4%,$,"3 75,163,995",36.4%,$,"1 86,324,086",24.5%,$,"1 36,591,694",24.4%,$,"1 09,699,087",$,"8 8,167,775"
91722,36.3%,$,"9 2,169,545",36.5%,$,"6 7,620,852",4.5%,$,"4 9,554,186",-1.5%,$,"4 7,431,977",$,"4 8,176,880"
91723,72.2%,$,"3 8,203,117",-0.8%,$,"2 2,181,214",78.7%,$,"2 2,360,816",-12.0%,$,"1 2,511,761",$,"1 4,217,755"
91724,33.0%,$,"1 62,790,576",28.1%,$,"1 22,432,965",10.4%,$,"9 5,554,949",7.4%,$,"8 6,523,270",$,"8 0,535,244"
91731,54.7%,$,"1 12,780,768",16.2%,$,"7 2,910,014",7.4%,$,"6 2,767,948",1.7%,$,"5 8,453,122",$,"5 7,460,460"
91732,42.5%,$,"1 82,133,221",16.3%,$,"1 27,847,046",11.0%,$,"1 09,902,922",0.0%,$,"9 8,971,324",$,"9 9,005,931"
91733,28.1%,$,"1 59,281,591",34.1%,$,"1 24,372,184",-1.2%,$,"9 2,716,878",13.9%,$,"9 3,866,168",$,"8 2,422,046"
91740,89.9%,$,"7 7,162,741",23.3%,$,"4 0,624,281",29.6%,$,"3 2,936,067",-5.2%,$,"2 5,407,491",$,"2 6,808,789"
91741,74.8%,$,"6 24,128,307",32.7%,$,"3 57,065,350",19.6%,$,"2 69,029,928",23.3%,$,"2 24,896,980",$,"1 82,458,622"
91744,35.2%,$,"3 73,312,458",13.0%,$,"2 76,047,373",2.1%,$,"2 44,236,907",5.4%,$,"2 39,199,905",$,"2 26,990,196"
91745,74.0%,$,"5 79,662,304",21.9%,$,"3 33,082,354",18.4%,$,"2 73,202,687",13.1%,$,"2 30,837,654",$,"2 04,132,236"
91746,39.6%,$,"1 64,938,771",22.1%,$,"1 18,115,573",6.1%,$,"9 6,710,557",7.8%,$,"9 1,184,252",$,"8 4,601,902"
91748,119.2%,$,"4 29,230,280",47.8%,$,"1 95,844,537",15.0%,$,"1 32,522,869",24.8%,$,"1 15,264,959",$,"9 2,330,349"
91750,139.8%,$,"5 25,428,032",51.1%,$,"2 19,073,037",35.6%,$,"1 44,958,576",24.0%,$,"1 06,935,086",$,"8 6,214,803"
91754,73.1%,$,"1 16,982,227",55.6%,$,"6 7,590,369",7.5%,$,"4 3,440,786",10.2%,$,"4 0,422,089",$,"3 6,692,873"
91755,63.9%,$,"6 5,505,863",43.2%,$,"3 9,966,875",3.2%,$,"2 7,918,227",13.4%,$,"2 7,058,667",$,"2 3,858,345"
91765,74.7%,$,"1 ,167,413,681",29.9%,$,"6 68,393,516",19.1%,$,"5 14,412,073",40.3%,$,"4 32,065,621",$,"3 08,063,542"
91766,77.8%,$,"3 07,152,232",20.4%,$,"1 72,712,614",2.5%,$,"1 43,413,956",2.3%,$,"1 39,900,699",$,"1 36,790,518"
91767,42.3%,$,"1 38,800,034",11.5%,$,"9 7,573,858",7.5%,$,"8 7,506,037",-1.4%,$,"8 1,400,093",$,"8 2,531,199"
,,,,,,,,,,,,,,
Notes:,,,,,,,,,,,,,,
1) All figures as of,09/30/2024. Totals,by re,port may vary based on data,source.,,,,,,,,,,
ZIP Code Year,over Year Growth,T,otal Exposure Year ov,er Year Growth,To,tal Exposure Year ov,er Year Growth,To,tal Exposure Year ov,er Year Growth,To,tal Exposure,Tot,al Exposure
Total,61.2%,$,"458,023,820,951",35.1%,$ 2,"84,064,942,611",31.0%,$ 2,"10,278,307,795",35.7%,$ 1,"60,556,622,391",$ 1,"18,353,073,728"
91768,23.8%,$,"1 22,712,794",23.4%,$,"9 9,091,486",10.9%,$,"8 0,330,091",3.4%,$,"7 2,433,927",$,"7 0,069,974"
91770,43.0%,$,"1 81,907,673",32.9%,$,"1 27,188,371",0.1%,$,"9 5,697,961",6.5%,$,"9 5,649,207",$,"8 9,827,869"
91773,73.4%,$,"4 21,482,858",57.7%,$,"2 43,127,940",22.4%,$,"1 54,148,529",10.0%,$,"1 25,926,098",$,"1 14,505,288"
91775,89.0%,$,"6 6,675,112",40.7%,$,"3 5,276,388",10.4%,$,"2 5,070,516",-9.2%,$,"2 2,712,187",$,"2 5,014,196"
91776,103.0%,$,"1 37,388,931",31.4%,$,"6 7,680,365",12.1%,$,"5 1,519,859",-10.1%,$,"4 5,962,973",$,"5 1,114,993"
91780,121.1%,$,"1 14,484,491",33.3%,$,"5 1,788,346",-1.4%,$,"3 8,836,469",2.2%,$,"3 9,374,849",$,"3 8,524,994"
91789,113.7%,$,"4 30,993,269",31.2%,$,"2 01,715,258",17.8%,$,"1 53,800,834",3.2%,$,"1 30,525,768",$,"1 26,421,210"
91790,56.8%,$,"1 14,549,272",4.3%,$,"7 3,044,391",1.1%,$,"7 0,019,312",-0.5%,$,"6 9,278,696",$,"6 9,656,595"
91791,111.8%,$,"1 98,504,314",22.9%,$,"9 3,709,283",19.5%,$,"7 6,251,891",-7.2%,$,"6 3,797,053",$,"6 8,745,026"
91792,91.1%,$,"6 8,607,913",25.8%,$,"3 5,903,292",-3.2%,$,"2 8,545,106",-9.3%,$,"2 9,489,002",$,"3 2,504,128"
91801,48.1%,$,"1 29,601,329",28.8%,$,"8 7,528,987",-0.4%,$,"6 7,957,466",1.6%,$,"6 8,218,349",$,"6 7,170,134"
91803,55.7%,$,"1 21,329,097",22.0%,$,"7 7,920,967",12.3%,$,"6 3,862,986",4.3%,$,"5 6,860,502",$,"5 4,540,355"
93510,87.5%,$,"6 86,300,020",67.8%,$,"3 65,997,906",76.4%,$,"2 18,099,281",38.0%,$,"1 23,622,683",$,"8 9,601,202"
93532,31.7%,$,"3 25,707,474",25.3%,$,"2 47,389,387",40.6%,$,"1 97,392,774",61.9%,$,"1 40,385,565",$,"8 6,699,153"
93534,133.0%,$,"1 19,444,566",102.3%,$,"5 1,274,695",-5.7%,$,"2 5,346,171",22.3%,$,"2 6,889,321",$,"2 1,994,538"
93535,170.5%,$,"2 33,824,042",54.0%,$,"8 6,451,620",9.9%,$,"5 6,153,082",28.1%,$,"5 1,112,821",$,"3 9,893,102"
93536,159.9%,$,"2 41,685,689",68.6%,$,"9 2,992,892",10.2%,$,"5 5,167,098",26.5%,$,"5 0,077,009",$,"3 9,573,261"
93543,107.5%,$,"1 08,682,778",102.3%,$,"5 2,375,270",9.8%,$,"2 5,888,305",-0.1%,$,"2 3,571,220",$,"2 3,602,814"
93544,65.9%,$,"3 2,311,040",26.0%,$,"1 9,477,893",39.3%,$,"1 5,460,412",13.9%,$,"1 1,102,299",$,"9 ,750,902"
93550,156.4%,$,"3 31,233,526",42.5%,$,"1 29,183,331",26.2%,$,"9 0,661,463",19.6%,$,"7 1,864,338",$,"6 0,102,456"
93551,106.7%,$,"6 90,640,031",68.8%,$,"3 34,190,435",37.4%,$,"1 97,945,215",43.3%,$,"1 44,027,163",$,"1 00,530,032"
93552,134.1%,$,"1 59,248,608",95.2%,$,"6 8,028,496",15.9%,$,"3 4,850,695",21.1%,$,"3 0,075,043",$,"2 4,840,160"
93553,94.3%,$,"4 4,117,732",172.1%,$,"2 2,711,314",15.4%,$,"8 ,348,180",27.4%,$,"7 ,232,854",$,"5 ,677,336"
93563,50.3%,$,"1 4,394,018",29.1%,$,"9 ,578,486",15.3%,$,"7 ,419,439",103.5%,$,"6 ,434,122",$,"3 ,161,448"
93591,126.3%,$,"3 3,986,794",70.7%,$,"1 5,015,856",23.4%,$,"8 ,795,868",1.3%,$,"7 ,129,849",$,"7 ,040,551"
93601,30.6%,$,"2 39,921,178",26.2%,$,"1 83,764,978",58.6%,$,"1 45,581,683",48.3%,$,"9 1,819,336",$,"6 1,904,770"
93604,23.9%,$,"5 13,242,521",20.9%,$,"4 14,244,248",87.7%,$,"3 42,600,307",59.6%,$,"1 82,568,852",$,"1 14,379,839"
93610,66.3%,$,"1 3,397,776",118.3%,$,"8 ,055,585",49.6%,$,"3 ,689,655",-54.0%,$,"2 ,466,571",$,"5 ,364,304"
93614,39.0%,$,"1 ,044,838,425",31.4%,$,"7 51,744,826",72.9%,$,"5 72,012,205",49.8%,$,"3 30,873,870",$,"2 20,824,103"
93636,117.5%,$,"5 7,812,983",204.0%,$,"2 6,584,951",13.8%,$,"8 ,744,931",465.7%,$,"7 ,687,352",$,"1 ,358,863"
93637,130.1%,$,"2 9,011,847",18.9%,$,"1 2,608,397",90.5%,$,"1 0,599,919",96.8%,$,"5 ,564,858",$,"2 ,828,284"
93638,59.7%,$,"4 3,923,929",151.0%,$,"2 7,508,007",103.7%,$,"1 0,961,324",16.3%,$,"5 ,380,006",$,"4 ,624,970"
93643,6.7%,$,"4 29,879,433",13.2%,$,"4 02,744,953",26.5%,$,"3 55,849,244",18.6%,$,"2 81,328,680",$,"2 37,249,614"
93644,47.6%,$,"9 93,620,381",24.5%,$,"6 73,190,599",53.3%,$,"5 40,522,531",33.7%,$,"3 52,499,170",$,"2 63,711,612"
93645,54.6%,$,"3 1,162,365",6.5%,$,"2 0,151,185",54.2%,$,"1 8,917,277",1.1%,$,"1 2,265,041",$,"1 2,136,100"
93653,23.0%,$,"6 1,676,734",23.1%,$,"5 0,161,141",21.9%,$,"4 0,746,192",116.6%,$,"3 3,424,344",$,"1 5,429,499"
93669,1.5%,$,"7 4,078,276",9.1%,$,"7 2,966,075",15.2%,$,"6 6,873,275",25.0%,$,"5 8,057,181",$,"4 6,428,329"
94901,224.6%,$,"2 88,659,208",198.4%,$,"8 8,933,000",-2.7%,$,"2 9,799,848",97.9%,$,"3 0,619,270",$,"1 5,468,924"
94903,319.8%,$,"1 73,716,467",14.5%,$,"4 1,385,070",347.2%,$,"3 6,140,409",-6.6%,$,"8 ,081,652",$,"8 ,650,218"
94904,130.5%,$,"2 06,293,388",57.4%,$,"8 9,495,527",28.5%,$,"5 6,859,323",211.1%,$,"4 4,258,664",$,"1 4,224,511"
94920,152.2%,$,"1 22,031,835",73.0%,$,"4 8,394,542",20.0%,$,"2 7,978,399",27.8%,$,"2 3,318,751",$,"1 8,240,776"
94924,37.0%,$,"2 8,645,088",26.0%,$,"2 0,904,040",275.3%,$,"1 6,585,209",230.5%,$,"4 ,419,387",$,"1 ,337,037"
94925,97.3%,$,"1 66,229,290",91.2%,$,"8 4,260,571",73.1%,$,"4 4,076,196",96.9%,$,"2 5,464,788",$,"1 2,934,121"
,,,,,,,,,,,,,,
Notes:,,,,,,,,,,,,,,
1) All figures as of,09/30/2024. Totals,by re,port may vary based on data,source.,,,,,,,,,,
ZIP Code Year,over Year Growth,T,otal Exposure Year ov,er Year Growth,To,tal Exposure Year ov,er Year Growth,To,tal Exposure Year o,ver Year Growth,To,tal Exposure,Tot,al Exposure
Total,61.2%,$,"458,023,820,951",35.1%,$ 2,"84,064,942,611",31.0%,$ 2,"10,278,307,795",35.7%,$ 1,"60,556,622,391",$ 1,"18,353,073,728"
94929,164.1%,$,"1 9,205,409",110.5%,$,"7 ,272,717",68.6%,$,"3 ,454,788",-29.4%,$,"2 ,048,712",$,"2 ,900,196"
94930,140.1%,$,"2 75,498,154",57.7%,$,"1 14,741,697",93.6%,$,"7 2,743,008",63.4%,$,"3 7,572,930",$,"2 2,994,915"
94933,9.0%,$,"5 4,264,310",72.0%,$,"4 9,767,112",47.6%,$,"2 8,939,828",58.8%,$,"1 9,610,186",$,"1 2,351,743"
94937,12.2%,$,"3 88,449,766",31.0%,$,"3 46,067,696",37.0%,$,"2 64,227,477",49.1%,$,"1 92,931,745",$,"1 29,370,700"
94938,81.9%,$,"5 7,078,045",26.8%,$,"3 1,386,050",43.7%,$,"2 4,757,284",99.3%,$,"1 7,230,683",$,"8 ,645,081"
94939,190.7%,$,"1 61,812,568",61.0%,$,"5 5,671,802",96.4%,$,"3 4,570,623",46.0%,$,"1 7,602,144",$,"1 2,058,750"
94940,44.3%,$,"2 4,898,161",40.7%,$,"1 7,253,013",87.2%,$,"1 2,265,191",9.2%,$,"6 ,550,977",$,"5 ,998,576"
94941,114.5%,$,"1 ,011,563,974",33.0%,$,"4 71,670,194",21.4%,$,"3 54,640,785",35.4%,$,"2 92,069,477",$,"2 15,680,851"
94945,161.3%,$,"1 81,497,529",107.6%,$,"6 9,456,898",80.1%,$,"3 3,451,346",790.5%,$,"1 8,572,770",$,"2 ,085,617"
94946,13.6%,$,"7 4,892,895",34.1%,$,"6 5,948,154",187.5%,$,"4 9,165,531",67.4%,$,"1 7,100,739",$,"1 0,213,497"
94947,336.4%,$,"2 04,775,958",93.6%,$,"4 6,920,523",242.3%,$,"2 4,231,537",-29.7%,$,"7 ,079,254",$,"1 0,069,882"
94949,263.5%,$,"1 35,222,102",34.0%,$,"3 7,200,997",72.9%,$,"2 7,770,172",84.8%,$,"1 6,057,437",$,"8 ,689,178"
94956,19.4%,$,"7 2,338,703",61.8%,$,"6 0,595,374",24.2%,$,"3 7,441,596",104.9%,$,"3 0,134,852",$,"1 4,706,351"
94957,167.2%,$,"7 2,590,215",135.3%,$,"2 7,168,943",20.3%,$,"1 1,547,186",1160.5%,$,"9 ,595,200",$,"7 61,215"
94960,186.2%,$,"2 03,193,356",209.0%,$,"7 0,992,983",20.9%,$,"2 2,975,852",65.1%,$,"1 9,009,619",$,"1 1,517,397"
94963,168.2%,$,"2 1,887,163",34.2%,$,"8 ,161,962",80.1%,$,"6 ,083,731",72.1%,$,"3 ,377,680",$,"1 ,962,900"
94965,38.7%,$,"4 70,359,371",12.2%,$,"3 39,121,702",17.0%,$,"3 02,250,276",29.1%,$,"2 58,321,649",$,"2 00,114,929"
94970,90.7%,$,"6 4,500,771",151.4%,$,"3 3,815,909",76.0%,$,"1 3,450,230",459.9%,$,"7 ,642,555",$,"1 ,364,975"
94971,24.5%,$,"7 ,851,116",-47.4%,$,"6 ,305,719",63.8%,$,"1 1,988,000",0.0%,$,"7 ,317,000",$,-
94973,-1.3%,$,"6 9,584,127",100.1%,$,"7 0,484,304",33.0%,$,"3 5,221,285",28.2%,$,"2 6,475,354",$,"2 0,648,687"
93623,11.0%,$,"6 1,155,730",7.5%,$,"5 5,073,550",31.0%,$,"5 1,232,863",24.7%,$,"3 9,104,715",$,"3 1,356,974"
95306,72.8%,$,"9 0,353,546",15.8%,$,"5 2,290,488",55.6%,$,"4 5,164,362",346.9%,$,"2 9,021,290",$,"6 ,494,070"
95311,21.8%,$,"2 10,880,430",11.3%,$,"1 73,111,566",24.9%,$,"1 55,519,744",31.6%,$,"1 24,488,093",$,"9 4,591,881"
95318,131.5%,$,"7 3,966,418",24.6%,$,"3 1,951,164",59.4%,$,"2 5,636,579",34.0%,$,"1 6,085,589",$,"1 2,008,344"
95338,25.8%,$,"1 ,343,849,084",21.8%,$,"1 ,068,164,608",71.2%,$,"8 76,710,258",46.5%,$,"5 12,129,255",$,"3 49,640,563"
95345,12.2%,$,"8 7,511,827",24.5%,$,"7 8,004,016",25.4%,$,"6 2,677,226",26.9%,$,"4 9,984,642",$,"3 9,379,588"
95389,16.6%,$,"2 78,072,788",13.6%,$,"2 38,514,760",29.9%,$,"2 09,868,194",52.1%,$,"1 61,613,777",$,"1 06,250,817"
95410,20.5%,$,"5 5,664,943",50.9%,$,"4 6,179,511",74.6%,$,"3 0,610,649",38.2%,$,"1 7,529,181",$,"1 2,682,328"
95415,35.1%,$,"8 0,145,445",43.8%,$,"5 9,302,227",30.9%,$,"4 1,231,352",139.2%,$,"3 1,489,159",$,"1 3,163,866"
95417,24.8%,$,"7 ,424,189",26.7%,$,"5 ,947,198",64.9%,$,"4 ,692,291",27.3%,$,"2 ,846,001",$,"2 ,236,155"
95420,26.3%,$,"2 8,181,257",103.8%,$,"2 2,310,227",97.0%,$,"1 0,945,712",34.7%,$,"5 ,557,389",$,"4 ,126,171"
95427,24.4%,$,"1 6,817,357",36.4%,$,"1 3,523,296",21.6%,$,"9 ,914,892",13.8%,$,"8 ,152,362",$,"7 ,166,332"
95428,-0.7%,$,"3 1,841,136",38.6%,$,"3 2,077,017",3.6%,$,"2 3,146,434",8.7%,$,"2 2,349,141",$,"2 0,564,060"
95429,30.4%,$,"1 2,409,465",3.2%,$,"9 ,517,652",11.8%,$,"9 ,222,709",9.4%,$,"8 ,250,776",$,"7 ,539,632"
95432,32.3%,$,"2 8,080,436",1.3%,$,"2 1,220,535",66.7%,$,"2 0,942,586",164.9%,$,"1 2,563,230",$,"4 ,742,147"
95437,105.6%,$,"2 48,743,285",48.1%,$,"1 20,990,635",105.1%,$,"8 1,689,671",41.6%,$,"3 9,837,895",$,"2 8,126,801"
95445,49.4%,$,"3 29,553,419",47.0%,$,"2 20,608,372",91.7%,$,"1 50,051,680",93.3%,$,"7 8,262,180",$,"4 0,488,651"
95449,22.2%,$,"6 3,336,520",141.0%,$,"5 1,845,762",47.7%,$,"2 1,512,040",157.1%,$,"1 4,566,887",$,"5 ,664,767"
95454,-6.2%,$,"9 5,865,699",14.5%,$,"1 02,171,867",15.7%,$,"8 9,226,759",25.4%,$,"7 7,118,123",$,"6 1,514,377"
95456,73.1%,$,"1 15,542,633",61.0%,$,"6 6,736,469",140.9%,$,"4 1,439,711",21.5%,$,"1 7,200,439",$,"1 4,156,269"
95459,60.5%,$,"5 5,349,123",62.2%,$,"3 4,478,115",46.8%,$,"2 1,260,965",58.4%,$,"1 4,486,447",$,"9 ,143,063"
95460,149.2%,$,"1 47,001,948",51.6%,$,"5 8,996,394",54.7%,$,"3 8,914,143",76.8%,$,"2 5,149,876",$,"1 4,224,192"
95463,0.0%,$,"1 7,980,905",0.0%,$,-,0.0%,$,-,0.0%,$,-,$,-
,,,,,,,,,,,,,,
Notes:,,,,,,,,,,,,,,
1) All figures as of,09/30/2024. Totals,by re,port may vary based on data,source.,,,,,,,,,,
ZIP Code Year,over Year Growth,T,otal Exposure Year ov,er Year Growth,To,tal Exposure Year ov,er Year Growth,To,tal Exposure Year ov,er Year Growth,To,tal Exposure,Tot,al Exposure
Total,61.2%,$,"458,023,820,951",35.1%,$ 2,"84,064,942,611",31.0%,$ 2,"10,278,307,795",35.7%,$ 1,"60,556,622,391",$ 1,"18,353,073,728"
95466,16.9%,$,"9 8,617,603",69.4%,$,"8 4,329,993",80.0%,$,"4 9,784,768",423.6%,$,"2 7,661,519",$,"5 ,282,553"
95468,83.2%,$,"4 3,024,089",79.4%,$,"2 3,482,954",79.4%,$,"1 3,088,345",363.2%,$,"7 ,295,702",$,"1 ,574,935"
95469,25.3%,$,"1 26,257,409",65.5%,$,"1 00,768,572",25.7%,$,"6 0,887,904",44.0%,$,"4 8,445,644",$,"3 3,652,758"
95470,74.6%,$,"1 94,068,243",54.3%,$,"1 11,159,731",28.5%,$,"7 2,042,872",27.5%,$,"5 6,050,222",$,"4 3,950,886"
95482,92.1%,$,"7 67,900,803",82.6%,$,"3 99,740,518",37.8%,$,"2 18,899,105",64.2%,$,"1 58,887,028",$,"9 6,788,345"
95488,22.1%,$,"1 6,380,195",81.6%,$,"1 3,418,191",-0.4%,$,"7 ,387,871",60.1%,$,"7 ,418,154",$,"4 ,633,567"
95490,19.8%,$,"6 08,478,782",31.5%,$,"5 07,866,662",39.3%,$,"3 86,235,273",43.6%,$,"2 77,202,560",$,"1 93,021,144"
95494,5.1%,$,"4 6,058,580",40.9%,$,"4 3,803,541",78.0%,$,"3 1,085,895",143.2%,$,"1 7,466,714",$,"7 ,183,497"
95585,8.4%,$,"9 ,397,346",35.5%,$,"8 ,669,808",107.9%,$,"6 ,396,948",60.3%,$,"3 ,077,604",$,"1 ,919,839"
95587,13.8%,$,"9 ,688,757",39.5%,$,"8 ,514,815",-19.3%,$,"6 ,104,727",16.2%,$,"7 ,564,612",$,"6 ,511,749"
93620,84.6%,$,"5 ,884,918",113.6%,$,"3 ,188,467",57.0%,$,"1 ,492,911",-72.3%,$,"9 51,180",$,"3 ,435,000"
93635,123.4%,$,"1 5,636,008",-16.5%,$,"7 ,000,657",337.3%,$,"8 ,382,180",24.9%,$,"1 ,916,705",$,"1 ,534,228"
95301,40.6%,$,"8 ,846,101",-0.6%,$,"6 ,290,841",-8.4%,$,"6 ,331,790",52.8%,$,"6 ,909,687",$,"4 ,523,332"
95303,6.4%,$,"1 ,052,793",6.9%,$,"9 89,279",6.0%,$,"9 25,488",5.5%,$,"8 73,127",$,"8 27,455"
95315,564.2%,$,"7 ,303,959",0.0%,$,"1 ,099,600",0.0%,$,-,0.0%,$,-,$,-
95317,3.5%,$,"6 ,954,405",0.0%,$,"6 ,721,117",-100.0%,$,-,6.6%,$,"1 49,340",$,"1 40,100"
95322,472.6%,$,"1 1,103,835",206.2%,$,"1 ,939,174",5.8%,$,"6 33,200",5.4%,$,"5 98,338",$,"5 67,928"
95324,12.1%,$,"3 ,363,000",640.7%,$,"3 ,000,000",0.0%,$,"4 05,000",0.0%,$,-,$,-
95333,58.0%,$,"2 ,558,406",242.3%,$,"1 ,619,280",0.0%,$,"4 73,000",0.0%,$,-,$,-
95334,64.9%,$,"8 ,532,380",136.7%,$,"5 ,173,086",4.6%,$,"2 ,185,052",143.9%,$,"2 ,089,071",$,"8 56,417"
95340,74.8%,$,"1 8,959,147",71.2%,$,"1 0,843,326",57.3%,$,"6 ,333,874",51.8%,$,"4 ,027,440",$,"2 ,653,482"
95341,53.9%,$,"8 ,426,562",123.5%,$,"5 ,476,632",-8.2%,$,"2 ,449,901",-18.0%,$,"2 ,669,586",$,"3 ,254,618"
95348,138.0%,$,"1 1,529,123",472.0%,$,"4 ,843,254",-31.3%,$,"8 46,726",169.2%,$,"1 ,232,688",$,"4 57,890"
95365,-25.8%,$,"1 ,189,325",37.2%,$,"1 ,603,788",-38.1%,$,"1 ,168,910",16.8%,$,"1 ,887,999",$,"1 ,616,638"
95369,115.4%,$,"1 3,616,865",31.0%,$,"6 ,322,141",70.9%,$,"4 ,825,586",792.1%,$,"2 ,823,487",$,"3 16,500"
95374,0.0%,$,"2 ,703,028",0.0%,$,-,0.0%,$,-,0.0%,$,-,$,-
95388,221.0%,$,"3 ,979,205",59.6%,$,"1 ,239,655",6.2%,$,"7 76,669",4.7%,$,"7 31,426",$,"6 98,344"
